#{"t_start": 1718345642.4712358, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
-53.534779,212,3.663877
-5.873116,34,4.154418
-94.08819,670,13.873445
-7.572136,10,14.026079
-104.730292,791,23.304665
-12.698034,362,26.535578
-24.385541,30,26.807595
-63.017638,1000,44.899175
-20.335362,17,45.06437
-39.872375,199,46.946068
-33.046145,266,50.392799
-24.243775,836,125.089147
-14.933847,16,125.289469
-13.503848,10,125.416781
-16.030303,10,125.534819
-36.112966,563,141.342666
-99.046482,1000,154.169499
-47.447167,1000,163.164057
-32.345557,181,164.874574
-15.949319,15,165.018275
-83.342851,1000,245.687924
104.219193,1000,256.423602
-85.156815,1000,265.913216
-49.897079,1000,275.19735
100.25164,1000,285.567109
9.572721,449,352.918277
34.978674,1000,364.765754
4.282861,49,365.334018
-60.838577,442,370.444668
-115.600652,1000,390.95991
-49.608534,349,394.934628
-39.603723,711,403.904524
7.277775,1000,463.810409
89.570403,1000,483.843784
-53.007334,1000,498.389696
-50.179158,655,507.610408
-68.756741,1000,577.075775
23.374595,976,588.130502
-23.873881,321,591.83422
-11.645608,1000,612.558207
38.516267,589,619.792484
22.575369,245,622.850886
25.498349,1000,690.371316
21.812967,143,691.747439
-33.896256,237,693.872792
-18.745179,911,702.042297
2.237254,177,704.028466
12.049518,806,713.196269
-63.472863,1000,732.825331
-47.070484,1000,790.124891
120.446538,1000,806.894627
-13.072395,238,809.62224
45.264002,447,813.651832
-7.45749,291,816.742906
-32.677668,113,817.986658
45.451084,1000,827.877492
-13.506886,11,827.977349
57.702579,544,890.386756
40.44027,1000,899.581868
-19.518915,334,903.40293
41.716976,529,909.169069
1.02861,145,910.799576
50.734775,1000,931.781567
61.655646,393,935.828811
77.499434,1000,991.523741
-3.390941,1000,1011.30767
-27.274745,285,1014.554271
-17.092564,12,1014.668762
-12.420744,14,1014.794168
-4.853135,639,1023.756531
10.018968,1000,1039.555351
8.657242,32,1040.041196
