#{"t_start": 1718361814.9935434, "env_id": "NewRandomGoalAnt-v2"}
r,l,t-29.511735,1000,826.187078
29.423192,1000,1653.543979
22.592148,1000,2480.37925
17.187052,1000,3312.940345
23.122022,1000,4176.344763
104.715957,1000,5008.122343
55.896538,1000,5837.166363
198.963463,1000,6664.002893
75.056449,1000,7489.632495
673.159485,1000,8331.916314
556.001662,751,9155.076131
22.217713,65,9976.096309
267.542592,273,10793.418498
,91.230809
50.352175,1000,140.73268
2.755175,67,141.127829
98.210746,857,146.264631
-27.695505,1000,152.259813
71.726264,1000,158.425191
-14.790109,10,158.484197
40.167104,1000,207.965699
-1.687188,548,211.252682
-54.116787,1000,217.355454
-3.661885,639,221.229281
-22.48165,232,222.61664
-67.068659,550,225.925188
51.896999,1000,275.374727
89.741013,1000,281.455008
49.861611,182,282.560538
-4.078603,15,282.650856
-22.994246,180,283.753434
-7.328773,1000,289.999245
-37.131997,322,291.965286
95.677013,1000,298.815121
17.357658,1000,347.375213
30.013324,403,349.776201
-9.8672,1000,355.822581
50.223412,1000,361.910744
-0.761069,1000,411.218029
72.321762,1000,417.307167
-29.199814,323,419.383115
-61.263015,1000,425.499936
-145.556211,623,429.235782
2.689194,136,430.061023
-6.073087,72,430.494694
21.714227,1000,479.585207
88.43917,1000,485.640309
-17.654199,11,485.705419
58.135452,681,489.766436
6.11494,26,489.928443
-1.281378,12,490.003363
40.512617,182,491.07199
-102.105537,1000,497.028804
-12.758462,12,497.100673
-46.642178,760,502.317128
38.031747,1000,551.250273
-116.856212,1000,557.288348
-24.005153,638,561.146326
118.654613,727,565.500854
-38.752716,1000,614.774973
7.460745,45,615.13822
-0.805896,286,617.030537
110.821625,735,621.431461
23.420186,1000,627.453467
-12.672504,32,627.64546
1.37231,1000,633.636384
67.571882,697,638.576151
103.528311,1000,687.287533
-12.161439,11,687.352903
-42.799283,162,688.312721
-18.890087,13,688.389388
29.299207,1000,694.3261
-25.858874,1000,700.26038
7.117319,23,700.399713
-29.228484,100,700.980526
-26.630434,130,701.747636
20.12124,1000,750.762341
-55.572831,1000,756.956885
-31.34954,416,759.419267
-3.822658,27,759.576297
22.812587,143,760.419499
151.76714,1000,766.336457
-29.375768,136,767.153569
13.760545,74,767.588453
-39.247224,331,769.548579
-1.594509,1000,818.557016
-47.257585,249,820.494005
-62.39797,670,833.833607
25.634643,533,836.960601
-6.229923,50,837.258554
103.869336,1000,843.189992
-26.524418,589,846.974007
-30.20042,486,850.973417
23.180346,1000,899.200132
24.185728,1000,905.161436
65.584686,479,907.970007
-25.855065,24,908.11215
119.529446,1000,914.249534
43.985456,1000,962.59432
-32.360881,708,967.673629
-20.969554,384,969.948122
-54.706011,353,972.061625
148.208465,1000,978.009222
-23.204519,22,978.142214
67.716183,1000,985.180906
-25.194285,75,985.842225
55.213928,492,1030.108313
-13.45677,287,1032.709934
-1.899181,12,1032.800375
61.539273,1000,1038.840989
-13.330033,26,1038.998212
-20.816268,397,1041.358283
