#{"t_start": 1718479408.7858431, "env_id": "NewRandomGoalAnt-v2"}
r,l,t-67.818839,34,38.205237
2343.153404,636,77.454697
4.430812,20,120.168829
3019.387688,990,160.690615
1810.30347,586,218.407853
3125.052378,922,261.923971
22.280441,47,307.025537
296.366359,151,345.353675
-2.404094,53,384.538247
208.82149,110,436.014679
-14.759691,27,476.229435
-5.936095,28,514.743466
708.755024,403,553.869063
3339.516987,1000,608.659375
480.17707,160,653.255394
726.116443,572,693.540241
2356.28346,1000,737.376853
2777.806,1000,783.951105
2971.622116,1000,841.804155
1854.430755,550,886.927171
1357.145156,499,928.393606
1787.537781,821,970.588791
2807.248369,1000,1025.770369
311.267968,238,1070.198168
3557.029895,1000,1111.025113
393.567983,136,1155.288386
1754.955853,722,1195.122288
492.513164,350,1249.133938
38.648093,27,1288.538596
2776.993927,776,1330.150436
1765.394299,536,1373.727733
42.575112,61,1426.894253
-1036.262408,1000,1467.00446
3402.95203,1000,1512.652695
3587.060775,1000,1558.517464
2658.277738,1000,1604.108064
3372.568204,1000,1661.915755
125.735838,58,1705.903123
115.525719,194,1744.285865
3547.171191,1000,1785.142313
107.281956,89,1840.883505
2647.52827,700,1880.447024
3615.804118,1000,1924.526695
1547.006557,481,1969.152895
2948.151565,1000,2011.634533
3534.281954,1000,2069.343577
1884.632432,535,2114.09502
156.883669,132,2155.006658
-23.604577,11,2193.285424
534.099146,412,2242.884629
3710.430825,1000,2285.114291
162.293457,138,2328.579468
470.555441,163,2367.565359
1974.468356,555,2407.454926
834.282685,325,2461.155229
4101.664306,1000,2503.09897
3605.078671,1000,2549.023559
3989.453179,1000,2594.895974
235.129819,94,2650.737504
526.631308,196,2689.471048
3678.381483,1000,2729.724161
630.729879,234,2773.290341
1665.930358,442,2812.960513
3360.388398,909,2866.993402
310.109088,209,2910.646405
3873.183184,1000,2951.640906
1138.165864,323,2995.467511
3233.898216,854,3048.21235
1417.017872,542,3092.328271
3658.451246,1000,3135.340378
2017.142061,524,3179.892693
73.744549,43,3220.957018
3727.103644,1000,3272.709314
2963.700306,1000,3318.550364
547.788179,167,3361.860295
1729.772744,424,3401.419882
3363.316264,872,3443.455317
413.299045,168,3498.587036
983.269786,254,3537.716952
201.118039,98,3577.1726
-30.94774,24,3615.44544
1165.11563,691,3666.42399
3743.596696,1000,3710.571196
3983.699464,1000,3756.333729
3742.583208,974,3802.067079
3885.694048,1000,3847.700824
704.91924,193,3903.619494
4020.371986,1000,3944.464116
231.409334,155,3988.62483
3876.707368,1000,4029.183995
1286.340667,734,4087.757596
7.064982,22,4132.613416
3099.968214,1000,4173.385678
476.935459,314,4219.578632
3367.584797,1000,4261.580668
257.15065,189,4318.120511
617.038247,351,4357.995789
3126.832335,1000,4400.319021
40.862173,1000,4445.900264
2529.109248,657,4502.034945
3349.502901,1000,4546.260358
3672.174183,957,4592.160462
751.647896,367,4636.85721
3149.905502,1000,4679.131071
1365.111061,395,4736.041605
4198.00773,1000,4778.478687
3516.660739,1000,4824.564757
148.005173,142,4868.985648
1448.884817,1000,4921.805379
409.352817,185,4966.43355
2039.846284,484,5005.88028
4199.896896,1000,5048.87384
1259.350273,1000,5095.060783
840.865774,464,5152.269755
3789.99992,921,5194.41405
58.689345,80,5237.465742
1973.272644,1000,5276.945933
4152.891966,1000,5335.059567
4178.655238,1000,5381.20879
3847.917761,1000,5427.227908
278.986298,177,5471.620142
231.753114,1000,5512.420048
3970.141589,1000,5569.407565
4017.452362,1000,5615.534349
4307.824614,1000,5661.779537
3484.365603,1000,5707.787782
799.524661,204,5764.3667
4106.911069,1000,5805.59344
4542.133828,1000,5851.679745
4169.135094,1000,5897.606712
398.788072,212,5941.195758
