#{"t_start": 1718269165.130239, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
-14.717325,12,0.802884
25.490685,1000,6.204369
112.062141,1000,11.616887
-64.370975,1000,17.025856
44.567981,1000,22.399117
73.384373,1000,64.120157
-84.217798,1000,69.418164
36.992992,1000,74.661534
-21.53084,65,75.006919
3.031248,60,75.327047
-18.883019,1000,80.692557
61.478625,1000,114.432756
80.072815,1000,127.864489
-100.750084,614,131.146329
31.015328,1000,136.56502
76.414551,1000,169.52743
-2.806515,1000,174.946972
145.490518,1000,180.357796
-138.347981,744,192.5152
-43.447169,1000,226.309408
59.090952,1000,231.684068
25.987634,1000,237.032948
-45.509721,492,239.678673
-40.39086,1000,244.907284
-17.808051,211,254.385085
-13.477538,1000,286.294047
-44.286939,1000,291.557401
-4.134165,1000,296.857207
44.189597,1000,302.379283
-4.791998,191,303.443609
-29.395822,1000,343.997509
23.278585,1000,349.330775
-10.47407,32,349.505365
-81.184045,1000,354.967971
109.72313,1000,360.540574
-113.797965,1000,393.207819
2.368178,1000,406.849302
-23.154824,250,408.260414
48.883773,938,413.461839
94.321417,1000,419.053976
74.974197,1000,450.201706
40.364532,1000,455.536856
1.785286,283,457.060614
-41.980456,1000,470.779911
-0.279924,1000,501.653373
12.322302,296,503.268303
-1.188759,151,504.113093
-49.324261,1000,509.399072
4.881344,667,512.939696
24.853574,1000,527.113335
167.161779,1000,557.889484
161.479898,1000,563.187591
4.506454,51,563.454421
-24.146586,761,567.44882
25.365046,1000,572.688008
64.913179,1000,578.294102
13.215134,1000,617.190958
35.85055,1000,622.714256
34.540026,1000,628.225272
114.989071,1000,633.735913
-24.694627,70,634.123287
-35.525779,588,662.172759
107.011022,1000,676.033313
17.314547,1000,681.630848
46.13917,316,683.384071
21.941379,161,684.275572
-9.325104,1000,689.753691
76.409408,1000,719.741554
-20.610082,571,722.800011
16.74993,1000,737.076587
-70.927707,1000,742.622272
-47.576535,1000,772.767574
52.306098,211,773.901514
-16.224507,108,774.495058
40.625057,1000,779.968766
-10.80058,1000,785.521602
159.609975,1000,799.568177
-11.360342,47,799.817761
99.026986,570,827.818291
214.399905,1000,833.669707
36.189329,260,835.108917
-2.044919,114,835.738421
121.652889,1000,841.306284
6.874985,60,841.64031
-34.700269,1000,847.151669
0.685176,249,856.66353
60.322765,1000,888.501746
76.741442,1000,894.058346
-1.634926,1000,899.387717
37.30268,1000,904.582568
86.436584,1000,943.330411
124.368507,1000,948.808544
119.465505,1000,954.18484
23.749503,1000,959.662507
29.060993,1000,990.146473
5.427137,107,990.761356
20.432506,1000,1004.179207
94.945658,1000,1009.463874
124.582259,1000,1014.903989
82.187989,1000,1045.433245
159.968874,1000,1051.105418
81.144219,443,1053.560965
75.006713,1000,1066.563676
62.307312,1000,1071.924617
6.054523,342,1098.578408
160.711633,1000,1105.148786
3.729417,1000,1110.702329
157.510736,1000,1123.685874
99.694273,1000,1152.985076
74.83644,1000,1160.004727
62.425656,956,1165.341349
-43.57941,648,1168.838312
96.691775,1000,1174.244652
-4.798828,103,1174.798284
1.218874,224,1176.053401
53.886632,1000,1214.721833
-6.327573,888,1219.799935
94.871328,860,1224.359522
118.626944,1000,1229.648542
57.018076,191,1230.653668
88.171778,1000,1261.314884
213.843931,1000,1275.356603
-17.184837,122,1275.986339
83.405784,1000,1281.315341
127.150974,1000,1286.532049
-46.528208,972,1317.160618
50.457063,1000,1323.777786
69.937229,1000,1337.944833
177.356218,1000,1343.377579
136.155819,1000,1374.300143
98.002293,1000,1380.68407
74.426296,1000,1386.26541
92.089473,623,1396.970697
205.963109,777,1401.136514
70.139393,1000,1432.124306
62.94772,309,1434.211305
56.990187,311,1435.974582
202.587535,1000,1441.430976
-7.691776,692,1445.174763
94.840923,1000,1483.331371
-16.303361,934,1489.634617
123.406843,1000,1495.106569
143.593672,1000,1500.349242
184.297086,1000,1505.729557
71.83303,363,1541.429426
49.997443,406,1543.826319
219.615609,1000,1549.054586
64.421299,215,1550.223428
17.046113,134,1550.966491
159.842071,1000,1556.262796
25.408552,1000,1561.633102
147.384331,1000,1592.904047
134.423924,461,1603.788198
135.912805,1000,1609.044166
-5.975383,201,1610.083345
101.754286,1000,1615.453003
-7.101997,91,1615.917156
241.658011,1000,1646.798338
47.226615,81,1647.365032
67.78239,305,1649.496634
8.555635,48,1649.830518
185.370487,1000,1655.608232
138.769081,1000,1668.602491
129.007348,507,1671.364124
226.745145,1000,1703.059296
184.033096,1000,1709.009502
-2.914838,68,1709.389277
290.978234,1000,1714.820431
201.681537,1000,1727.946362
117.185175,575,1756.422658
187.842041,451,1759.546309
308.424156,1000,1765.788009
143.990408,1000,1771.050899
59.204024,178,1772.00491
21.882874,114,1772.62711
226.096361,1000,1777.965645
269.560783,974,1817.535178
229.620707,772,1821.81807
26.835293,244,1823.10607
37.547515,122,1823.716274
129.221913,1000,1829.021981
300.008782,1000,1834.394414
307.726198,1000,1866.718989
351.418262,1000,1879.744408
269.508853,1000,1884.99285
184.556472,1000,1890.301632
260.503635,1000,1922.560934
23.99052,182,1923.672936
127.921456,527,1926.594073
275.920704,1000,1939.56362
259.223795,1000,1944.85655
81.163704,479,1947.392439
66.87691,199,1948.500373
139.388816,1000,1981.467935
288.811557,1000,1986.851874
59.892216,250,1988.186642
161.300043,434,1997.934507
316.534061,1000,2003.26822
183.086477,1000,2036.096135
320.468832,1000,2041.657303
312.953168,1000,2047.010273
13.470328,162,2047.870224
10.570709,141,2048.611664
258.484411,1000,2061.502192
64.620992,308,2063.245944
47.490182,301,2091.989481
82.908301,441,2094.337018
5.521274,227,2095.516544
27.089552,139,2096.267525
376.334361,1000,2101.697619
166.212481,1000,2107.100226
100.219186,260,2108.503977
323.713351,1000,2149.430704
16.426666,132,2150.122234
238.971454,1000,2155.352923
195.994589,678,2158.969308
-7.727179,46,2159.219514
3.624766,115,2159.833055
43.0153,113,2160.432062
189.09172,586,2163.567976
378.440263,1000,2169.021364
190.622045,1000,2201.250922
4.071694,98,2201.772901
287.559471,1000,2214.346043
6.38991,295,2215.911369
41.637131,242,2217.159909
279.098346,997,2222.555567
304.361077,1000,2255.416837
147.251677,641,2258.861156
345.300856,1000,2264.373028
311.220299,1000,2277.014128
10.074588,91,2277.499545
474.916539,894,2282.833086
424.235518,1000,2314.462566
462.931293,1000,2319.804223
245.575409,626,2323.171273
16.086739,132,2323.878172
154.5624,358,2333.843113
399.61229,1000,2339.523528
25.894632,289,2366.24834
18.647318,94,2366.762844
278.23421,1000,2372.100654
449.174507,1000,2377.438481
17.335196,160,2378.325306
137.040822,521,2381.219561
60.685754,151,2382.05725
475.005167,1000,2419.452643
258.127607,659,2422.915512
292.253167,1000,2428.361038
182.09464,545,2431.366215
90.372699,323,2433.134186
460.686814,1000,2439.137823
14.212124,201,2440.419365
104.519147,322,2442.35576
189.728679,580,2469.129774
12.222733,113,2477.272034
-17.01131,58,2477.602989
69.128426,109,2478.229159
105.578218,283,2479.738129
166.129386,208,2480.873255
289.794053,1000,2486.710916
187.274891,636,2490.769261
13.994991,57,2491.140976
5.177759,87,2491.710403
49.568395,247,2493.323076
17.364682,133,2494.190467
443.284108,889,2522.79874
240.232086,733,2526.629962
461.336673,1000,2539.878683
21.238708,46,2540.136924
397.902936,1000,2546.000625
505.122847,1000,2551.529911
298.044869,1000,2579.935909
281.755292,990,2585.304871
432.971616,1000,2598.63167
270.781578,574,2601.72812
36.465555,173,2602.65511
394.225213,1000,2631.425544
293.736914,1000,2636.974005
-8.45334,77,2637.401053
43.569978,345,2639.321486
127.353515,346,2641.337579
80.861322,336,2643.564172
211.488097,500,2646.870417
518.698863,1000,2683.479341
415.398262,1000,2689.36094
76.655052,189,2690.553925
425.194399,1000,2696.842425
464.606089,921,2702.129349
92.915781,261,2703.573895
232.630361,498,2706.328585
33.202625,197,2731.316066
367.237618,1000,2745.012784
448.52202,1000,2750.489564
12.701031,62,2750.832591
309.756403,611,2754.315434
130.570993,403,2756.460304
292.203436,838,2761.001726
50.186397,253,2785.763166
6.547254,59,2786.179178
332.12384,1000,2799.725805
19.888169,76,2800.155571
46.776281,73,2800.56436
574.68265,1000,2805.885775
36.999274,100,2806.413195
6.464053,99,2806.930876
405.206302,805,2811.42161
627.470091,1000,2842.027259
509.980832,1000,2848.450079
185.087863,304,2850.33373
86.808369,159,2851.20471
