#{"t_start": 1718269165.125832, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
-76.204009,1000,6.143495
-26.180469,65,6.507146
-97.126082,835,11.000448
-15.835836,108,11.597731
-13.859696,1000,17.010004
-87.084221,478,19.520511
62.360103,1000,52.508095
-78.739456,1000,66.624341
42.754038,1000,71.928972
-91.137894,1000,77.171899
94.550241,1000,110.941612
-21.331645,80,111.386513
13.235164,495,114.024668
63.608168,709,117.862698
9.122481,1000,131.250778
116.380839,1000,136.6854
-47.671026,1000,169.628855
28.77181,1000,175.052702
-39.493487,704,178.838683
79.21506,1000,192.4055
-57.973782,487,195.105824
-15.103849,1000,228.796031
-33.308383,132,229.514257
-100.086264,1000,234.864081
-20.554669,1000,240.248519
-11.239636,71,240.627628
72.362676,1000,254.202406
-3.74739,1000,286.119846
27.675855,266,287.549547
16.046889,1000,292.791099
-21.252369,41,293.006849
92.910866,1000,298.369758
-45.912289,1000,303.946858
28.830879,1000,344.426738
-38.509206,120,345.070002
-58.84454,295,346.639061
27.499571,1000,351.997771
-63.589389,1000,357.566829
-34.00253,1000,390.387619
6.684125,1000,395.673431
-128.198935,935,409.100716
-39.492149,223,410.338563
-19.067729,126,411.035839
21.426413,1000,416.601386
-127.241664,546,419.759971
-104.289435,601,448.661968
37.209773,1000,453.956093
78.293219,1000,467.529615
-14.718745,1000,473.14568
3.439994,1000,503.99645
-25.542848,604,507.211695
-17.492513,1000,512.471768
145.758626,1000,518.074558
-6.814321,39,518.351705
54.399571,487,529.576049
4.651405,999,560.215763
22.375288,1000,565.587974
-43.7721,1000,570.675899
-48.726705,617,574.062348
-14.267396,236,575.374709
28.842431,496,578.170132
-4.734932,71,578.570683
78.445546,1000,617.458444
-25.802228,1000,622.981205
71.757888,1000,628.493853
110.25449,1000,634.00669
2.009397,1000,664.249431
56.429939,1000,678.225818
-72.618956,1000,683.797074
158.279988,1000,689.296977
12.787438,1000,719.276484
-1.194178,146,720.057394
101.86648,1000,734.218478
55.561138,1000,739.836869
58.254899,1000,745.21941
-27.503022,1000,775.409488
100.859519,1000,780.913378
1.480751,1000,795.116438
25.475093,607,798.363271
89.20887,1000,828.891724
-3.660969,1000,834.551364
75.046032,1000,840.112866
47.528504,1000,845.672099
69.875553,629,857.202461
63.030466,1000,889.092058
36.290862,1000,894.62227
58.68343,1000,899.95229
-22.299258,168,900.809319
46.811843,1000,906.062037
28.849308,1000,944.78254
16.119561,378,946.876027
100.602473,1000,952.326553
46.261825,1000,957.818311
-3.024767,81,958.253129
79.873674,1000,988.269809
131.21787,878,993.568141
-16.275865,258,1003.010376
40.602501,1000,1008.177972
77.767263,1000,1013.588433
13.02217,713,1017.521126
98.860504,1000,1048.188803
83.054772,1000,1053.737524
7.239693,141,1054.526248
-16.915451,134,1055.269881
63.679589,1000,1068.174563
45.86492,1000,1098.301699
91.137819,1000,1104.95263
139.827924,1000,1110.500474
91.436189,1000,1115.933693
96.321923,1000,1128.600506
0.158076,1000,1159.810828
-66.444775,1000,1165.393392
37.717365,148,1166.206145
145.509199,1000,1171.57674
11.986558,1000,1208.421607
3.513513,97,1209.175241
43.928186,1000,1216.500718
130.713972,1000,1221.958659
208.954548,1000,1227.166245
109.418369,711,1230.91328
90.066855,1000,1261.695557
34.237197,661,1273.866822
-5.974468,90,1274.328446
182.910011,1000,1279.551019
95.922689,277,1281.086268
-3.125072,203,1282.192996
76.056686,1000,1287.41135
241.472822,1000,1318.475709
240.552443,1000,1333.77884
177.234381,1000,1338.924456
107.240158,1000,1344.375936
175.871423,1000,1375.624202
191.420278,1000,1381.739398
99.473823,429,1384.112922
90.49226,333,1385.993685
187.927435,1000,1398.682283
112.10075,1000,1428.95517
145.759816,1000,1435.580834
-0.489886,301,1437.252826
154.291026,606,1440.515743
199.223588,1000,1445.989666
-15.396757,810,1483.011444
68.796239,206,1484.461
19.139294,118,1485.288229
164.955278,1000,1491.631208
50.443943,1000,1496.892484
105.472688,382,1498.925721
32.458621,356,1500.786803
150.252061,1000,1530.59593
223.681839,1000,1545.429675
7.696626,154,1546.232582
84.86432,361,1548.113763
202.037142,1000,1553.490139
-0.243432,328,1555.227349
117.115974,1000,1560.557397
64.036033,262,1586.362106
7.93537,334,1588.759811
97.416945,653,1593.30549
-5.346296,122,1594.201039
90.493407,228,1603.500438
173.423502,694,1607.164009
100.454032,1000,1612.523242
236.392677,1000,1617.715791
113.759007,467,1645.502449
187.124007,1000,1652.20192
174.186536,1000,1665.332523
48.535319,391,1667.385136
73.579221,492,1669.990869
210.820729,1000,1701.488512
174.026985,1000,1707.649398
200.591087,1000,1713.137119
288.473753,1000,1726.285782
250.91405,1000,1757.224856
196.799099,1000,1763.936962
13.413107,303,1765.608569
126.40152,300,1767.179097
131.255615,276,1768.635156
8.856394,204,1769.722387
86.528129,1000,1775.041827
-0.373725,358,1776.965217
