#{"t_start": 1718345642.080181, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
11.729482,859,13.189922
-69.239496,406,19.063317
24.803157,1000,28.283597
-83.744986,553,43.764336
-14.326178,11,43.869025
-29.12936,379,47.45375
21.738717,1000,122.511325
-54.193507,666,128.54154
-18.152125,313,142.034093
-13.042769,12,142.139179
-29.303992,1000,151.181405
-25.803534,206,153.130044
-18.254983,30,153.396971
-12.77484,11,153.492108
-25.323928,164,154.989165
-26.371156,22,155.193452
48.948552,1000,173.889854
8.314748,77,174.669895
-19.704803,13,174.817488
42.45762,719,245.950934
-23.320473,151,248.108619
-47.732047,484,255.322532
-76.221741,605,264.341202
-14.033571,421,270.80697
-17.707681,1000,282.139449
-78.293312,771,291.547195
113.798314,1000,361.998869
-17.785949,17,362.18961
-41.985576,961,373.139716
-64.976554,718,381.298671
-19.855688,17,381.48941
-13.537518,49,382.048587
-62.120841,234,384.729152
-11.324055,703,402.302471
23.486296,1000,464.282736
-63.191369,856,474.152577
-42.592202,390,488.516278
11.349083,80,489.441387
-31.539528,373,493.919379
-24.867821,115,495.301693
-3.227305,858,505.321266
34.442917,1000,526.77485
19.608388,428,578.933403
23.287524,324,583.799752
-31.315755,30,584.247112
-11.750144,11,584.412747
-21.392053,766,595.597015
-13.234106,1000,617.375612
-33.693627,1000,629.335106
-14.193873,51,629.951263
9.266312,962,684.887405
-42.576969,81,685.737259
-36.421518,1000,705.973616
61.700712,1000,716.730826
-10.540028,11,716.865272
-28.79571,340,720.735869
-34.999896,600,735.467584
67.083792,1000,790.132308
38.579009,868,801.988538
-18.024114,130,803.783919
-8.057854,196,817.059188
14.860385,522,822.839603
-5.629343,486,827.136077
-0.740912,1000,837.338972
-27.492801,87,838.333786
-60.265112,522,855.865107
-24.145383,1000,906.655039
34.76663,1000,921.087765
16.256545,217,924.290477
27.661296,518,943.42899
25.301131,1000,957.836973
16.75759,1000,1006.21235
-11.213682,834,1025.907306
-12.408367,12,1026.056389
145.655611,1000,1036.719467
102.187229,1000,1055.675595
111.941971,1000,1107.059069
75.90201,1000,1119.739275
-57.703815,335,1134.307491
33.005581,572,1141.584044
81.062666,1000,1153.205923
-19.823273,136,1154.789908
96.853322,1000,1220.276171
-29.082741,327,1224.061835
148.996775,1000,1234.970067
33.499789,852,1243.089988
-34.631264,54,1252.15189
43.630166,1000,1261.022772
-39.989041,1000,1316.594759
-17.7569,294,1320.157646
-7.937134,48,1320.767311
54.748689,1000,1344.049797
6.661592,53,1344.591668
15.137517,202,1346.497235
-4.078062,85,1347.295379
-5.062988,29,1347.54153
5.008894,252,1349.743299
-12.065555,38,1350.072717
282.468051,1000,1370.131419
-0.638982,252,1373.00304
27.944521,478,1378.423312
89.000601,1000,1438.828819
3.846178,145,1440.445633
59.845265,1000,1460.909822
-30.40782,312,1464.052305
-6.07387,154,1465.792283
24.659136,331,1469.5384
-0.38656,210,1471.912779
-12.563548,101,1473.041147
105.536379,1000,1530.275057
26.400427,1000,1552.163368
10.704771,145,1553.766191
22.008091,177,1555.582803
70.003139,1000,1565.101354
16.81875,1000,1587.51059
7.255592,685,1646.061934
-2.405581,181,1648.313021
93.440221,1000,1669.962331
102.401783,1000,1679.222143
278.670315,1000,1688.967949
62.109346,344,1702.186874
169.418042,823,1758.029943
107.301368,562,1764.704534
196.420688,1000,1775.22535
112.59864,526,1789.804481
150.928991,826,1799.21513
77.480636,1000,1860.131372
43.611272,257,1874.187035
-8.169998,71,1874.813684
41.818349,463,1878.921929
-1.177828,16,1879.068016
57.114744,1000,1888.587106
95.536569,705,1896.513282
87.998772,500,1909.985789
46.864851,468,1914.323496
-6.434742,47,1914.739856
172.612772,1000,1972.932721
49.843083,1000,1992.038313
-2.569154,43,1992.553817
11.140273,311,1995.589752
85.011114,1000,2004.310308
99.293443,549,2010.834909
-3.916352,174,2013.005296
83.987368,810,2081.133115
27.121313,373,2086.411226
-6.74548,143,2088.031225
250.848519,1000,2097.70808
100.374428,924,2113.057563
191.889665,1000,2121.726847
200.424631,937,2187.697783
7.235838,300,2191.215553
8.077024,390,2195.607938
81.926448,1000,2204.662178
53.245996,365,2208.439731
112.631601,359,2212.180606
94.882657,327,2225.401711
187.183853,705,2231.839583
103.275113,401,2285.51466
84.694027,414,2290.598629
14.317981,203,2292.987598
239.702548,1000,2312.089498
14.533088,118,2313.570119
36.70642,193,2316.334139
26.21871,230,2319.613175
245.432833,1000,2332.690887
159.435984,1000,2403.089627
92.005371,1000,2412.986475
-1.64223,21,2413.168615
20.648432,195,2414.935286
168.307624,1000,2431.212728
301.269692,1000,2440.435992
222.871332,1000,2498.318424
119.966665,940,2515.493654
296.48185,1000,2525.729869
117.170478,411,2531.054473
180.309549,525,2546.625923
178.645807,1000,2604.377503
-1.60749,66,2605.132221
179.323549,1000,2616.430613
32.054307,135,2617.956003
