#{"t_start": 1718269164.6381025, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
-3.71192,1000,6.150446
31.885159,1000,11.488085
96.578245,408,13.675876
5.206923,114,14.29792
21.081327,797,18.545293
22.019284,1000,51.348408
-95.828659,1000,64.721051
72.461062,354,66.5445
50.674913,875,71.130487
68.874981,1000,76.358299
-87.878332,1000,109.351025
-95.245863,1000,114.9983
70.047752,1000,127.640618
-16.863759,1000,132.916307
31.704013,1000,164.866309
31.501505,1000,171.155862
-32.022911,1000,176.608609
9.272137,48,176.866687
-46.578257,1000,189.242688
18.669359,1000,219.625721
28.480689,158,220.864875
-23.850501,62,221.349904
-35.289189,1000,228.236967
72.188781,1000,233.586812
-4.210197,1000,238.932377
97.411664,1000,274.042763
44.322376,1000,281.820287
-61.54998,1000,287.583864
176.017697,1000,292.880945
-80.189718,210,293.982113
-87.345611,790,321.800763
-7.447776,1000,337.354568
58.025065,1000,341.923679
137.175074,1000,347.102952
5.628307,1000,374.546602
-30.375145,1000,381.839864
60.232354,1000,396.588546
-67.185934,1000,402.141452
7.152613,191,403.006684
201.213933,1000,428.974446
51.365422,258,430.98238
24.102608,1000,438.770784
-7.897877,140,439.855896
26.772823,1000,454.757424
-40.682411,1000,460.633912
72.918925,401,462.659724
-33.436915,1000,488.158661
14.185127,1000,495.924358
-75.388359,1000,503.042958
79.048583,1000,515.966236
107.289444,1000,541.83677
-54.248393,1000,549.630271
38.71539,131,550.648196
1.330896,388,553.671531
-19.024525,20,553.827073
-28.915645,1000,560.377453
-106.667984,1000,590.005939
-96.69441,325,592.530888
-30.422322,196,594.05396
-63.604382,1000,601.859002
16.160673,1000,609.678212
-34.499138,1000,616.192535
2.716464,30,616.351343
-9.201273,1000,640.462882
-36.706155,95,641.203238
65.217099,1000,658.566776
-96.956496,1000,664.698979
-21.082162,1000,670.380466
61.041745,1000,691.985027
-4.649983,1000,699.578988
-26.970367,87,709.426517
52.329461,1000,716.955304
-91.805463,1000,722.254437
-61.877262,1000,744.109294
44.209764,1000,750.273269
48.829097,1000,767.22843
-65.472063,1000,774.155966
-118.921151,812,795.223127
42.934822,1000,800.413288
14.217299,1000,806.746356
71.778925,1000,814.238045
71.674377,255,825.082241
29.373102,145,826.208129
23.111856,1000,850.341739
-21.072392,77,850.859339
-95.835847,478,853.414526
14.175251,136,854.031835
-1.265447,27,854.153542
-74.477814,1000,859.012971
86.313316,1000,866.250653
25.6701,1000,903.85034
-8.444092,442,906.213441
-54.212958,1000,912.907701
32.97283,211,914.55051
113.611488,1000,922.305858
86.144619,295,924.590806
94.646433,1000,950.263081
28.073524,153,951.076874
8.029024,1000,963.867504
101.180925,1000,971.163705
57.875175,1000,978.94057
2.144625,1000,1004.799498
-58.378938,1000,1009.989869
65.878448,277,1011.465849
134.670587,1000,1026.22785
-119.671524,1000,1033.999137
39.95625,1000,1061.498874
26.500416,110,1061.996271
-83.007743,1000,1066.807696
-77.218637,318,1068.457478
162.881073,1000,1073.793648
28.028577,1000,1089.160491
60.826103,1000,1116.682911
-133.069956,1000,1122.355679
-7.159478,31,1122.497424
-37.483481,801,1126.346809
-103.007834,1000,1131.722959
-45.144757,1000,1169.280319
113.837625,1000,1174.634177
70.470395,1000,1180.077824
200.374318,1000,1185.417327
5.115322,1000,1217.349182
23.0132,1000,1230.157425
-10.298467,74,1230.546466
-35.099435,255,1231.895534
9.792042,1000,1237.397805
-14.596054,88,1237.887362
339.897276,1000,1245.560863
-77.786488,443,1272.536052
-8.51594,1000,1277.618277
-83.29149,1000,1290.800708
16.282717,1000,1297.445322
170.638523,1000,1328.112131
-25.129972,714,1331.862336
-30.875739,60,1332.209664
-54.3053,684,1335.782635
-80.824627,1000,1340.964175
14.710356,1000,1355.247531
89.159543,352,1358.016173
75.129922,1000,1387.400726
108.503471,550,1390.326288
-181.246705,1000,1395.601017
-31.387284,1000,1400.673784
-54.594436,202,1410.760562
-32.00369,1000,1441.138536
62.016798,671,1444.753382
-29.56748,1000,1450.137017
58.902275,1000,1455.376375
75.273584,1000,1486.865935
189.971209,1000,1500.422739
3.223033,1000,1505.745249
31.513545,1000,1512.022576
294.882094,1000,1519.342873
-139.214408,1000,1548.379023
92.020338,1000,1561.080506
-30.201165,1000,1567.329581
126.813846,1000,1574.458511
53.700334,1000,1603.567769
40.61953,1000,1608.799481
-164.305814,1000,1622.250881
62.465572,1000,1629.220053
24.859717,1000,1659.449395
-4.870282,1000,1664.600116
-56.777715,509,1667.168061
179.644773,1000,1680.292476
48.167516,1000,1711.380937
-71.278064,1000,1716.71521
-56.719248,372,1718.732586
103.368126,1000,1723.93829
18.580355,1000,1729.079527
133.141054,642,1765.950885
152.977692,391,1767.995249
-273.465836,1000,1773.299184
-26.90298,1000,1778.660591
138.984343,1000,1783.993905
72.199181,201,1784.986334
31.12345,412,1813.554274
24.970943,1000,1827.05726
114.067048,1000,1832.330554
27.897491,604,1835.580312
23.68386,663,1839.803081
-9.101118,1000,1871.771703
-2.470897,349,1873.508171
-50.713131,221,1874.541252
-122.258647,774,1878.429185
-86.217499,1000,1891.189627
-5.484388,65,1891.546291
129.197862,1000,1897.92311
23.592593,1000,1929.161339
182.995949,1000,1934.551842
53.838982,1000,1939.609692
26.635285,230,1948.391631
114.437321,1000,1954.99281
-113.373025,1000,1986.161234
193.02661,1000,1991.577839
81.72971,1000,1996.779814
43.002189,1000,2009.531551
228.896882,1000,2041.549722
61.74259,245,2042.807583
-8.006611,1000,2048.118659
-81.065577,1000,2053.441694
-34.810095,1000,2058.649524
-6.619776,1000,2097.999347
56.14129,715,2101.855569
-59.701351,1000,2107.211032
-42.857953,50,2107.476892
4.557578,1000,2112.859561
53.300465,1000,2146.026001
-64.345415,171,2146.924664
-30.979984,101,2147.408209
152.44646,1000,2159.598601
9.767984,1000,2164.942476
26.662688,1000,2170.437357
131.269222,1000,2202.647275
6.901075,82,2203.061423
120.254761,1000,2208.240751
-29.047938,1000,2220.605172
55.447869,1000,2226.259773
93.392302,1000,2258.530841
3.31906,40,2258.739959
-7.503444,404,2260.878503
-61.038295,1000,2266.351648
-33.575539,481,2268.929165
-22.48543,1000,2281.6152
67.646117,1000,2313.558254
83.419302,923,2318.505633
-62.93414,1000,2323.842915
75.78945,1000,2329.399154
103.624201,1000,2367.370205
12.011179,72,2367.751463
-14.981587,72,2368.130689
-21.09929,1000,2373.523974
14.764444,579,2376.524315
45.257207,1000,2382.074865
-26.714656,1000,2387.725257
38.975233,1000,2425.793144
-60.089387,524,2428.685141
111.019711,1000,2434.18928
58.835693,435,2436.680494
2.337232,224,2438.114009
16.185059,229,2439.572274
-104.796299,1000,2468.90402
70.973972,1000,2474.320509
-12.227703,1000,2487.30674
49.588816,1000,2493.750903
-16.559585,319,2495.81768
124.181901,1000,2524.713372
104.387803,1000,2530.133495
30.139994,1000,2536.088077
128.269671,1000,2549.19639
-75.743239,1000,2577.561494
93.398878,1000,2583.133696
-7.350126,1000,2588.612884
124.723035,1000,2594.53262
112.74301,1000,2631.101201
17.177771,1000,2636.681155
-32.520676,1000,2642.436597
-102.726643,1000,2649.122733
31.028683,733,2653.706075
134.557011,1000,2690.61551
-52.084336,1000,2696.928771
-0.579957,185,2698.085318
95.303279,975,2703.625846
-11.066897,39,2703.845328
14.56127,1000,2709.51688
1.175158,58,2709.884785
19.747006,262,2733.723748
42.64027,271,2735.397059
48.580672,1000,2749.562544
10.620232,1000,2755.196341
14.489309,1000,2760.657895
131.571497,1000,2789.750511
45.195767,1000,2795.736431
2.968376,1000,2809.967125
-8.398189,1000,2815.381214
35.249973,1000,2845.145563
33.029011,316,2847.218557
-22.133862,613,2851.085404
29.821012,1000,2856.810535
75.554089,1000,2869.803264
43.877523,1000,2899.047368
127.884221,1000,2905.353254
44.39913,1000,2910.998014
12.905245,1000,2916.513846
40.722341,1000,2955.274138
13.018316,1000,2961.127376
-36.390143,1000,2966.515061
82.132884,1000,2971.904726
-27.1053,1000,2977.16299
-19.995046,1000,3017.877632
178.930672,1000,3023.230385
99.885079,1000,3028.681127
110.555229,1000,3034.293371
78.171511,310,3061.946111
61.211358,1000,3067.414366
51.319364,1000,3081.621135
131.649459,375,3083.747111
231.499838,1000,3089.351131
47.209523,280,3091.263176
6.055495,1000,3121.673048
210.312912,1000,3127.0832
123.174107,1000,3140.062444
213.152379,1000,3146.828109
-15.15031,113,3147.710238
38.806239,1000,3177.109165
71.937299,1000,3182.409149
71.970624,1000,3187.776395
-6.590901,1000,3202.915992
8.290835,579,3229.216799
-127.629658,1000,3234.524537
-43.417945,1000,3240.602888
25.761562,1000,3247.609248
116.221831,1000,3275.800095
62.600359,1000,3291.386827
461.115344,1000,3298.410146
78.183875,690,3303.257982
-54.764563,319,3305.439183
59.869658,1000,3331.670187
41.500963,1000,3337.218221
83.688209,1000,3352.069285
-19.14622,1000,3358.582711
37.557324,1000,3364.646223
63.061571,1000,3390.708308
42.61281,1000,3396.784583
111.113536,1000,3412.182576
-2.775147,1000,3417.741523
-22.551415,75,3418.148382
-14.128971,409,3441.277601
-0.312314,1000,3448.265336
56.055744,1000,3454.756743
