#{"t_start": 1718269164.6224847, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
-5.008612,1000,6.16464
24.311368,382,8.220605
-107.372987,613,11.474445
19.842492,1000,16.875363
-138.677204,1000,22.13909
159.36975,719,53.622189
88.031516,1000,66.776149
177.512337,1000,72.003826
-3.521637,78,72.412606
133.43908,1000,77.660949
169.71568,657,108.595079
-2.111267,1000,114.486732
13.887383,1000,127.200659
-13.040555,28,127.327681
-194.648568,1000,132.558298
39.322766,1000,164.32907
-177.752027,1000,170.798068
28.997819,386,172.880333
-34.758332,1000,178.283596
73.118572,1000,190.497058
133.818951,1000,221.733559
77.263508,1000,228.503036
-42.97581,1000,233.858037
-27.061268,1000,239.201638
45.639415,1000,274.422999
-26.591078,138,275.496901
104.273584,795,281.67982
56.861353,773,286.281077
-23.527653,1000,291.590872
-12.964102,1000,296.86701
12.447239,1000,335.755575
98.251193,1000,340.815817
-18.43504,1000,345.803497
7.346931,1000,351.115921
-12.941049,1000,380.036029
36.169792,154,381.145729
-23.247474,412,392.951387
80.854397,1000,398.668683
100.975234,1000,403.599599
-1.524078,1000,429.986609
-93.512191,1000,437.773248
7.915864,35,438.045863
-93.920669,1000,453.528066
33.395669,1000,459.1186
10.764505,131,459.984114
66.194276,590,481.074417
35.786107,1000,488.832896
82.509473,1000,496.598487
-27.228352,1000,503.532444
26.261269,257,512.439121
2.669493,651,515.939859
-108.655706,1000,541.797006
33.917255,1000,549.590701
-127.076137,541,553.803468
-26.772465,1000,560.367251
-37.254109,294,561.921344
33.37827,1000,592.265905
166.471657,1000,600.056879
36.786648,1000,607.893981
-153.867073,1000,614.996015
-48.010812,1000,638.435969
-17.303588,715,653.553614
-35.486223,1000,661.239677
27.569824,1000,666.847538
-160.794042,787,671.06027
65.884535,1000,692.989032
26.835622,1000,709.892479
6.141323,55,710.320381
-95.190785,1000,717.580269
77.520901,289,719.138937
6.869782,332,720.877686
-23.907882,114,721.481665
-96.378896,1000,743.335319
-37.02953,1000,749.104678
3.230644,1000,756.888044
-27.552281,1000,773.360914
63.896489,1000,795.402164
-61.689286,199,796.399355
58.456611,717,800.177854
-41.119254,1000,806.384226
93.082963,1000,813.896925
87.939924,1000,847.693472
-16.691637,74,848.102319
87.482526,1000,853.752389
113.440368,1000,858.533906
2.894571,164,859.431171
21.289726,127,860.148304
-8.944679,143,861.152575
-24.484187,234,862.971974
74.944045,1000,870.740407
-129.680915,1000,906.960842
123.97137,1000,913.965861
-35.652737,1000,921.724772
100.88465,1000,929.495184
41.338656,1000,953.620511
-138.648647,1000,967.129821
-89.824507,311,969.528327
-86.577899,1000,977.289732
101.758149,1000,1003.7677
271.105499,1000,1008.870854
-50.46879,1000,1014.183264
78.033306,703,1027.890632
-1.016277,1000,1035.660191
72.122427,1000,1062.473266
-26.756467,1000,1067.356513
96.841243,740,1071.237639
50.170369,1000,1085.433714
150.040289,1000,1114.141346
26.990149,54,1114.435302
29.199555,1000,1119.876948
-17.742277,1000,1125.13048
48.99255,1000,1130.329599
24.786695,1000,1167.93553
-2.529833,57,1168.234867
158.721348,587,1171.394548
-13.379749,62,1171.721413
39.822764,1000,1177.125879
8.899546,1000,1182.746099
-25.705937,1000,1187.726844
39.767366,129,1214.72186
-53.734047,560,1218.117314
8.293668,76,1218.518972
99.058285,1000,1231.310458
-3.580112,210,1232.435
4.773802,1000,1237.957604
30.529227,1000,1245.653388
3.38549,76,1246.243953
37.774303,181,1271.614456
86.826306,1000,1276.739169
172.046858,1000,1289.659303
-98.569175,1000,1296.223222
-36.051474,192,1297.573044
-84.198912,1000,1328.214248
-147.439208,1000,1333.569346
61.160766,1000,1338.654242
24.272056,1000,1352.026527
61.380817,357,1354.591337
49.537971,1000,1385.001188
-71.590953,1000,1390.403022
-88.017042,709,1394.182985
-110.330634,1000,1399.252693
89.799453,1000,1414.831518
-2.478653,1000,1443.962704
18.80336,199,1445.026679
91.975933,1000,1450.397337
30.537891,125,1451.031943
-29.991504,1000,1456.310838
9.8722,1000,1487.967842
-30.097335,1000,1501.340784
14.357743,1000,1506.736588
-55.957204,261,1508.384473
-47.671616,1000,1514.958981
157.374956,1000,1545.475083
8.977453,1000,1558.151979
13.724648,143,1558.906258
30.151308,1000,1564.62181
8.970517,1000,1571.227239
-78.57561,1000,1601.313405
-74.8337,572,1604.372833
-138.630191,443,1606.707208
29.451346,1000,1619.590615
-50.6932,1000,1626.212681
-17.906923,1000,1657.052022
131.752592,1000,1662.537772
76.252608,1000,1667.610806
135.483304,525,1670.326894
122.935137,1000,1684.941421
60.29656,1000,1714.627048
45.668773,1000,1720.142167
-34.092283,789,1724.086772
-142.718399,1000,1729.229901
-129.40299,581,1765.77992
4.733642,30,1765.933422
-48.306592,1000,1771.207048
-4.01923,1000,1776.516371
-95.169067,1000,1781.965614
9.963471,1000,1787.127466
-70.802865,1000,1827.016376
-185.78954,1000,1832.291412
12.537786,1000,1837.927616
82.466833,1000,1845.264595
-12.426888,118,1870.955567
-19.218722,94,1871.437536
66.45508,1000,1876.372681
-1.935786,1000,1889.037178
-161.915498,1000,1894.689131
-0.95193,92,1895.291199
-16.044066,271,1897.163041
-16.945533,184,1898.472175
13.522657,1000,1929.595604
3.28478,1000,1934.919459
-96.823233,1000,1947.540082
-48.140229,1000,1953.812475
27.971655,463,1957.347709
136.803196,1000,1987.807185
40.131075,171,1988.727766
