#{"t_start": 1718475025.4535608, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
1107.898334,1000,6.075716
569.81066,1000,11.224092
539.821131,1000,16.431724
1212.258109,1000,21.600597
-2517.795702,1000,41.337449
-1170.52495,1000,55.941975
162.970956,129,56.63559
-2004.940474,1000,62.216563
-3436.933133,1000,67.982546
658.239123,1000,87.10594
-610.144944,215,88.255181
-2109.598424,1000,105.246533
-795.875398,1000,110.958865
358.401254,1000,129.221885
2138.128535,1000,134.742343
764.924161,1000,140.212618
704.804984,1000,155.52883
2158.432848,1000,161.246243
1041.001142,1000,180.31133
-1398.241115,1000,186.729504
-2625.682169,1000,193.157735
-1093.824877,1000,210.735953
-5.369649,112,211.321745
1199.20702,1000,231.501919
-1741.207225,1000,237.480211
-3132.383389,1000,243.333952
-1715.296582,1000,249.104404
-2724.985156,1000,277.927515
-172.004884,150,278.725852
-68.917667,50,278.987461
-1785.093496,1000,284.224804
198.858942,147,284.991825
-910.861531,617,288.25183
-2377.967195,1000,293.600302
-2217.424668,1000,312.185672
-2260.041852,1000,326.283874
-1378.190591,1000,331.774441
-1468.584864,1000,337.209825
-133.698775,1000,354.218724
-2523.264136,1000,359.379164
668.381466,1000,373.192038
2485.922211,1000,378.380672
-2651.331217,1000,395.553352
1456.178292,1000,400.730828
-2269.255235,1000,405.917249
1507.369822,1000,419.812005
-1778.901582,1000,437.031072
-1635.040689,721,440.804997
-1400.226808,1000,446.011075
-23.875071,17,446.09946
-20.809815,14,446.172345
-1817.515776,1000,451.424614
-2167.28469,1000,477.126889
685.947562,1000,482.31418
2373.563344,1000,487.505956
2074.462512,1000,492.672699
-458.383951,174,493.575129
1775.352029,1000,510.739474
-2191.082211,1000,517.718566
1384.595626,1000,522.908452
1503.246307,1000,528.121144
113.628198,211,529.218294
-2100.531604,1000,546.393799
-1334.641248,591,549.476766
171.041627,317,551.123338
-1983.14938,1000,564.830099
-2327.792286,1000,570.016727
1040.434826,1000,587.25201
323.356881,353,589.079272
-1529.162031,1000,594.251581
-407.282541,256,595.578098
-860.981339,1000,609.924663
-2160.033169,1000,615.105523
1910.439752,1000,632.274828
-2109.773467,1000,637.458075
-1953.706945,1000,642.639818
-1057.93729,514,645.316855
-2853.209517,1000,670.838076
463.74482,911,675.63481
-1468.24879,436,677.918335
889.834361,1000,683.092155
1863.712777,905,687.78113
-3049.782501,1000,704.953081
-1011.857442,1000,718.791782
1667.959217,1000,723.98476
-2539.302393,1000,729.164406
972.44033,766,733.139331
-2141.925609,1000,749.951888
178.546092,1000,763.73412
2594.147628,1000,768.931117
499.066587,1000,774.124973
-2774.809997,1000,791.394795
1349.388375,1000,796.569227
-2840.454403,976,810.465784
1968.78807,1000,815.683389
75.721835,93,816.165704
437.082613,1000,833.347265
1256.910166,1000,838.554387
-1844.530267,1000,843.756391
-2038.929322,1000,857.5037
-1762.387381,1000,874.250112
-1599.559424,1000,879.439265
-2545.635064,1000,884.617465
-909.369246,1000,889.811732
1250.774121,1000,914.784227
-198.424925,1000,919.958906
-2606.962653,1000,925.125911
751.86876,474,927.577463
-466.791176,604,930.696318
1172.247377,1000,948.02574
2396.862294,1000,961.896364
2260.929137,1000,967.156331
-1493.722075,1000,972.342133
2411.528702,1000,989.465464
1915.507057,1000,994.650478
209.637265,382,1005.390279
2598.341832,1000,1010.564672
-1430.721124,1000,1015.76191
1197.794241,1000,1033.340155
680.872603,1000,1038.513359
-557.769296,584,1041.545884
-2293.551371,1000,1054.949393
2527.477624,1000,1071.395051
930.245342,1000,1076.578295
-1209.531191,1000,1081.750984
-1583.624147,1000,1086.93532
-687.872202,370,1097.531918
-1828.071514,1000,1114.547307
-2735.78791,1000,1119.694191
2080.706138,1000,1124.854434
-1899.94168,1000,1129.995599
65.117976,161,1130.827003
569.190496,1000,1156.304118
-1823.016608,1000,1161.460428
-360.362965,1000,1166.630567
-1414.230534,602,1169.737986
1199.13538,1000,1186.332729
1638.023952,1000,1191.487829
506.574795,1000,1205.08143
