#{"t_start": 1718269167.0681994, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
-14.737808,13,0.778749
-29.539096,153,1.596805
-177.601697,1000,7.00414
153.909946,1000,12.438999
35.390163,1000,17.741232
-119.565433,1000,50.634961
129.025331,1000,65.79658
-10.908802,1000,71.192247
-190.088385,1000,76.549921
-8.66685,1000,82.910268
-46.479426,1000,114.911501
-69.697574,1000,127.92423
18.551549,484,130.496139
-276.283664,1000,135.980051
-21.868599,1000,168.605196
-3.92361,47,168.858019
113.62102,1000,174.270533
55.465646,400,176.405324
-118.136464,350,178.317724
44.237985,1000,191.534301
-61.236486,1000,224.323155
-51.518625,1000,229.635082
46.061053,1000,234.916322
89.479983,1000,240.265563
38.112709,1000,253.988602
75.535975,1000,285.799626
-49.392483,388,287.814972
47.694898,1000,293.013433
-42.744243,246,294.304635
68.54965,1000,299.819415
-27.607036,1000,340.583966
38.761875,1000,345.92389
20.354033,1000,351.289603
-16.846811,1000,356.799718
16.244895,1000,388.840315
5.74985,114,389.416562
-50.988843,1000,402.907239
97.600351,1000,408.402406
-33.081014,1000,413.954842
-67.413406,723,443.76035
-9.486851,299,445.420958
-47.425343,294,446.91289
-19.307988,1000,452.212239
-31.909993,1000,465.911973
25.11821,1000,471.536815
-18.813318,1000,502.419133
-25.263696,1000,507.679318
75.176161,416,509.867233
34.617085,1000,515.300364
73.92303,1000,529.480472
54.930799,1000,560.053042
93.903206,1000,565.359675
-62.049789,373,567.329336
12.72613,48,567.574943
110.865512,1000,573.006637
9.190064,31,573.179074
27.431858,1000,613.136757
70.844709,1000,618.611094
-10.496822,1000,624.156572
58.528137,1000,629.710597
-17.791779,84,630.176348
51.133237,1000,660.498442
-18.554658,95,661.022812
50.548283,200,662.088262
15.06161,462,672.951526
58.06049,1000,678.550497
57.683023,1000,684.095332
63.812402,1000,689.471484
131.23183,1000,719.372544
-52.148787,1000,733.670835
52.868478,1000,739.258342
18.929792,409,741.427623
-4.66416,1000,771.533186
52.351528,374,773.545457
51.978145,1000,779.033906
137.49319,1000,793.421261
31.468134,1000,798.68317
-7.778239,122,799.337081
78.370756,1000,829.910247
159.301294,1000,835.457074
13.618096,211,836.643505
108.005822,1000,842.199016
77.220553,1000,856.532068
147.411032,1000,888.548845
66.275099,1000,893.986985
95.522747,1000,899.261727
62.415127,1000,904.524189
137.079064,1000,943.833307
58.578478,1000,949.306114
-4.528427,275,950.785769
21.911285,271,952.206983
126.368732,1000,957.644679
75.608577,1000,988.232962
108.369421,1000,993.897517
220.522398,1000,1007.768942
21.624069,142,1008.541063
38.73904,344,1010.387531
119.444591,1000,1015.827967
102.135837,1000,1046.567674
-2.240808,75,1046.98481
101.404334,1000,1052.537782
125.549834,1000,1066.204205
56.921268,1000,1071.57855
8.548555,211,1072.796829
69.206232,1000,1104.157514
109.378574,1000,1109.696727
166.434621,1000,1115.135489
83.242324,383,1125.140411
182.05979,1000,1156.265696
168.779589,1000,1161.900981
77.122692,1000,1167.346617
87.397802,1000,1172.72199
45.198838,1000,1187.02582
59.353972,1000,1219.111423
-2.605046,687,1222.66699
133.350262,1000,1227.909493
-24.46624,557,1230.885431
143.550886,1000,1262.886158
41.458735,281,1264.471932
192.41105,1000,1278.875896
190.363764,1000,1284.099964
127.992036,1000,1290.203675
134.806141,1000,1321.379111
152.946889,1000,1327.11225
26.181845,676,1338.324644
10.032674,115,1338.939018
102.371487,1000,1344.52915
191.749051,1000,1351.078128
-10.417591,392,1378.397966
181.634124,967,1383.799766
206.456187,1000,1389.187715
103.068126,501,1399.36831
208.646194,1000,1405.581473
47.200601,479,1433.478806
54.745744,410,1435.747982
53.333735,517,1438.489348
51.841421,1000,1443.877687
165.230332,1000,1449.182432
227.818478,694,1461.951651
85.260021,1000,1493.05478
96.218697,428,1495.269777
76.85447,446,1497.583475
-16.460408,240,1498.83106
168.81105,1000,1504.142133
154.490754,1000,1510.562721
33.164483,195,1511.907763
193.63887,1000,1550.599909
-4.10361,91,1551.073473
234.727007,1000,1556.288862
179.751983,1000,1561.932185
75.828673,362,1564.260517
2.416099,279,1566.063612
28.580999,176,1567.229975
27.609847,214,1568.732963
32.400899,321,1595.540459
297.198562,1000,1608.326218
14.43537,145,1609.141374
203.832676,1000,1614.374931
102.032774,672,1618.36671
83.421304,1000,1649.95475
35.332987,337,1651.830153
144.194222,499,1654.561717
48.218035,337,1656.567679
231.023265,864,1661.084907
88.499164,350,1664.383029
119.94714,1000,1669.741561
266.687588,1000,1701.400974
13.567736,247,1702.971875
235.771111,1000,1708.621651
148.621961,1000,1713.989214
236.075907,1000,1723.549917
191.711363,654,1751.651045
22.449392,333,1754.266166
180.627975,598,1758.379476
67.698904,585,1762.226269
70.962659,336,1764.029203
67.455097,654,1767.495354
195.444995,1000,1772.776154
334.205179,1000,1813.295902
23.134961,136,1814.122859
173.332475,1000,1819.642119
160.048801,711,1823.276799
227.064064,1000,1828.584967
425.212442,988,1859.491352
360.747821,1000,1874.808999
56.382334,232,1875.992307
-4.878403,16,1876.073345
280.458093,1000,1881.347885
144.230871,539,1884.188522
261.70123,1000,1889.501462
32.967856,113,1915.817532
193.220498,1000,1922.327552
140.250229,274,1923.843049
201.953831,752,1934.387268
4.079181,35,1934.571275
36.526366,255,1935.864432
8.461154,86,1936.297184
340.58037,1000,1941.544861
460.318658,1000,1973.060871
267.550585,1000,1979.514719
-15.592214,55,1979.817489
164.461184,613,1983.142153
301.112422,1000,1997.111561
6.84603,47,1997.346355
191.920052,612,2000.684959
