#{"t_start": 1718269167.1606534, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
-28.751328,1000,6.022967
5.578595,392,8.106935
-51.981971,454,10.571043
-50.341365,1000,15.964849
-54.916759,240,17.228121
-46.156388,217,18.375959
-77.080097,272,19.843296
40.557963,1000,52.729062
-35.094155,1000,67.92743
-14.845926,250,69.294271
-37.533803,126,69.96051
-22.165695,1000,75.296441
116.191956,1000,81.151116
56.979902,1000,113.622762
11.200607,32,113.797588
88.979474,1000,119.495986
-61.180728,974,132.055978
4.201711,1000,137.659496
-75.825733,861,169.42597
7.033795,543,172.379535
-61.848246,1000,177.759195
-30.229147,1000,190.961842
17.520548,1000,196.841025
21.636925,49,224.034487
-61.302263,1000,229.352768
-16.309939,1000,234.623911
-31.938186,679,238.257768
-5.061012,1000,251.925328
10.993114,1000,283.823033
-14.246457,100,284.337279
-43.09461,52,284.607313
-29.783886,119,285.244557
91.21721,1000,290.446658
-36.261175,65,290.789713
75.806507,1000,296.104488
33.599679,1000,301.663918
75.534458,1000,342.319089
-48.78039,174,343.243015
50.916389,1000,348.571108
2.522047,221,349.756639
4.998027,621,353.181828
88.129599,1000,358.708413
-0.98798,1000,390.612463
16.458742,360,392.51415
52.180356,1000,406.111262
-67.379995,1000,411.669898
35.016781,1000,442.840269
133.271741,1000,448.351737
-10.456071,73,448.721745
58.350288,1000,454.054696
-13.075474,79,454.46756
-58.507582,363,464.73341
26.275953,1000,470.343138
11.56806,1000,501.25075
42.842328,541,504.230658
63.669186,1000,509.408991
23.881297,1000,514.816772
0.670716,1000,529.00079
-5.028109,1000,559.586004
102.836043,1000,564.888148
34.009993,1000,570.183695
33.157931,1000,575.748965
-8.646337,41,575.979244
161.340078,1000,615.855337
-64.016863,1000,621.406912
46.901211,1000,626.939953
7.527258,73,627.345047
66.154196,1000,632.873569
96.053253,1000,663.153667
136.594094,1000,677.053957
57.067024,1000,682.617815
169.370543,1000,688.044538
52.242787,1000,717.957669
-55.556882,1000,723.47649
25.173061,1000,737.812022
-20.444583,58,738.130372
167.443435,1000,743.464239
-57.740413,406,770.393629
-12.976947,431,772.720559
-11.838506,468,775.254102
37.498338,855,779.966813
132.156886,1000,794.300011
118.688402,1000,799.594653
131.759452,1000,830.171582
43.742952,983,835.62359
25.977736,1000,841.184806
165.918105,1000,855.571721
2.348511,57,855.869607
131.156636,1000,887.862869
11.185589,1000,893.340308
-20.905799,1000,898.63108
58.251207,1000,903.859142
102.760913,1000,943.150177
-3.911977,111,943.765754
152.67591,1000,949.237331
-5.290455,1000,954.663868
44.514939,1000,959.933243
47.127041,1000,990.707345
172.266229,1000,1004.788265
144.887939,890,1009.537148
14.245765,898,1014.479144
78.302251,1000,1045.131995
108.437358,1000,1050.692091
90.048697,1000,1064.479492
-24.589715,122,1065.117818
1.813594,1000,1070.437427
63.444633,1000,1101.821498
107.320741,1000,1107.368224
93.053379,1000,1112.806027
-14.104643,1000,1126.204873
24.265941,329,1128.017845
180.551225,1000,1159.272835
107.831598,561,1162.379951
122.191722,1000,1167.825397
94.206442,545,1170.726341
38.199368,1000,1176.208762
3.14978,36,1176.402321
95.598316,1000,1217.312404
149.46083,1000,1222.559979
125.536228,1000,1227.801283
-2.363679,33,1227.979731
108.063539,1000,1233.424995
222.317718,1000,1265.432786
221.04571,1000,1279.824255
180.83461,1000,1284.988858
100.062141,1000,1291.370814
166.818668,914,1321.986957
68.216312,1000,1327.573051
53.664286,354,1337.062947
187.749322,1000,1342.527128
11.839387,456,1345.209483
39.112342,383,1347.676283
