#{"t_start": 1718269166.0883229, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
-12.900003,12,0.8209
48.237688,1000,6.198159
-1.836982,49,6.471566
56.883236,1000,11.7503
-3.921173,1000,17.075908
176.685925,1000,22.462472
-47.899437,1000,63.949203
90.191157,454,66.33655
-83.434538,913,71.185859
-114.996201,1000,76.426281
157.932643,1000,109.632756
180.500971,1000,115.140528
-17.755037,221,116.354962
61.119535,1000,129.764836
65.164586,1000,135.12569
-12.44807,40,135.337828
-41.387133,1000,168.292688
90.8926,1000,173.676993
26.018751,304,175.296671
-26.425018,1000,180.657864
61.730803,1000,194.329606
25.018226,1000,228.221782
-44.111358,289,229.771451
-1.151841,1000,235.10291
15.208086,1000,240.440422
-9.847522,1000,254.072074
36.27475,307,282.302037
-11.494262,779,286.44953
-10.64564,19,286.552227
56.008696,1000,291.816767
104.587066,1000,297.184809
-5.721053,127,297.888543
-41.197485,1000,303.443062
41.071786,140,330.74256
19.058029,1000,344.691225
-11.056857,1000,349.991443
19.071237,1000,355.500185
-34.454527,763,359.724601
-78.219707,1000,391.815996
-108.096519,1000,405.474489
25.561646,1000,411.027975
88.059383,1000,416.596633
-11.766894,87,417.078345
-13.071822,150,417.918759
88.201037,1000,449.053255
-12.802437,34,449.223333
-35.023742,1000,454.46882
13.180356,1000,468.23014
16.749735,115,468.875264
21.048557,136,469.635102
-28.338511,386,471.772635
38.774082,1000,502.608986
-39.569905,1000,507.934633
78.184886,1000,513.21434
57.912416,918,527.159993
72.505842,1000,557.882551
-45.277588,1000,563.187938
78.272067,475,565.681181
20.822565,1000,570.918238
-59.22158,1000,576.507866
-22.79001,1000,615.683842
117.956611,1000,621.197094
45.738441,1000,626.727078
119.422113,947,631.952704
26.02945,1000,662.182852
-71.929592,234,663.406127
-31.101292,160,673.850329
-160.707959,978,679.328161
102.353833,1000,684.86446
65.695363,1000,690.213954
-7.823336,1000,720.097823
54.941002,1000,734.154243
70.917405,1000,739.716638
61.771118,1000,745.043417
-188.590666,1000,775.971871
107.817747,1000,781.484345
-18.615013,1000,795.451849
37.013778,1000,800.75488
9.953454,1000,832.1234
48.788087,1000,837.678941
-1.151545,130,838.399781
