#{"t_start": 1718361179.7989385, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
-21.254179,191,5.231969
-97.861409,689,18.971
-140.423195,1000,39.340864
-17.788894,14,39.619709
-28.689402,38,40.4514
-57.839644,719,54.108533
112.064611,1000,73.16138
-17.786736,216,77.386408
