#{"t_start": 1718459238.8122916, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
299.308543,580,4.279161
-25.251062,213,5.599801
-96.546324,94,6.169228
-112.541283,249,7.735855
-131.194078,120,8.495273
-76.532916,106,9.155269
-153.668176,145,10.075416
-81.669056,90,10.640867
-129.811782,110,11.326805
-115.679991,137,12.176908
-93.230243,217,13.53546
22.995269,256,15.109827
-71.886153,97,15.694866
-70.422443,73,16.152304
-73.764275,108,16.847545
-3.587801,248,18.431312
-68.440236,110,19.136507
-108.032397,112,19.835919
-39.627092,75,20.289769
-178.078704,141,21.170384
-101.212643,106,21.852652
-22.214526,371,24.178464
-127.151264,122,24.951388
-92.758172,93,25.543394
-93.116561,115,26.293492
-62.752722,104,45.04915
0.80392,353,47.382766
-177.922445,149,48.36736
19.679577,227,50.155721
-209.181108,184,51.658304
-219.005503,150,52.646083
-25.130629,387,55.650989
-64.487442,91,56.306406
-150.4201,94,56.903552
-65.256512,264,58.701615
-55.92314,313,61.075881
-99.416621,204,62.631306
-34.585476,366,65.156174
-117.158115,131,66.042582
-58.24386,85,66.586839
-77.160544,121,67.390524
-104.441107,113,68.139561
-33.192415,68,68.593626
-61.488153,172,69.74768
-53.703208,272,71.512629
-124.759698,111,72.216827
-60.857088,91,72.792423
-154.221616,119,93.397471
-138.245469,216,94.752119
-20.333573,245,96.426547
-100.840824,143,97.370662
-57.530773,65,97.787011
-99.599896,93,98.40626
-47.105143,123,99.202818
-82.351497,130,100.045917
-114.057013,153,101.028214
-159.733628,113,101.776461
-37.991849,100,102.444198
24.849628,370,104.927659
-218.787923,204,106.257785
29.108684,353,108.584863
-178.895645,169,109.660558
-18.447749,307,111.649356
-0.416642,276,113.458016
43.343295,251,115.094952
-242.052822,149,116.054378
-124.50226,122,116.84319
16.138697,373,119.234534
-87.352285,106,137.966365
-101.359984,219,139.416081
-84.104842,153,140.411605
-158.012611,135,141.287354
-6.299757,302,143.280923
-79.345798,143,144.243509
-164.032529,136,145.14906
-54.528816,89,145.722326
-46.267335,78,146.231699
4.084704,320,148.327873
-54.524744,217,149.751345
-179.170277,397,152.382217
-92.570922,147,153.853317
-41.954179,92,154.63873
-100.368817,114,155.377481
-73.043854,177,156.553372
26.116486,168,157.646892
-194.538365,154,158.655322
-80.202049,98,159.28583
-108.338516,166,160.364685
15.86524,340,162.583005
-72.137739,113,163.317563
42.950499,266,165.037104
-106.043684,84,183.376249
-78.527232,75,183.853229
-143.919704,116,184.599442
-87.493071,163,185.666525
-112.556563,229,187.179134
-5.605771,282,189.026008
46.737663,299,190.927724
-4.948604,362,193.263825
-86.237901,129,194.102669
-158.96036,230,195.602076
-79.83631,120,196.389538
-117.027102,205,197.694855
-91.502815,245,199.275808
-33.875344,153,200.247617
12.798825,224,201.716574
-217.414525,152,202.684447
-88.492346,116,203.421408
-92.592257,150,204.406607
-68.463425,125,205.208304
-95.906039,101,205.870219
26.600134,325,207.979066
-72.424679,130,208.801086
-37.492484,113,209.538049
-95.634377,153,228.261132
-74.890969,117,229.010337
-101.818708,135,230.059084
-101.248119,177,231.210925
55.607772,212,232.563823
-71.37812,130,233.422378
-88.115158,86,233.983025
-91.830218,164,235.059426
35.746557,308,237.060536
-44.198322,124,237.854879
69.996992,381,240.285377
-89.328432,87,240.85242
-15.507015,355,243.140662
-141.007384,136,244.003334
-81.95054,84,244.557728
-111.966807,98,245.171756
-73.215089,114,245.910486
56.504127,457,248.860726
1.453596,312,250.858922
-55.604146,120,251.618566
-49.151515,62,252.01122
-67.543263,97,252.623124
-50.192027,97,253.252176
10.187103,417,274.122647
-65.74353,106,274.782444
-15.169687,21,284.770781
-61.4766,81,285.283118
-79.741585,291,287.099454
-92.454884,97,287.719816
-88.929024,132,288.579714
-99.853652,118,289.324992
-188.428447,222,290.762596
5.202497,374,293.159212
-34.916343,504,296.318746
-60.38611,121,297.08028
-56.419996,136,297.959261
-191.55267,212,299.298084
-134.023431,128,300.125105
-43.144565,92,300.711798
-135.969629,246,302.364995
5.569528,292,304.294164
-32.221779,107,305.002222
-95.99448,199,306.33717
-64.497956,112,307.093719
-80.992484,110,307.841106
-137.354661,153,325.189176
-99.720246,100,325.800313
-77.858083,146,326.686778
-77.8557,112,327.402169
-0.734394,293,329.24557
-7.214014,20,329.372721
-106.161682,97,329.995877
-64.908441,136,330.879822
-110.019853,137,331.741206
-266.503769,153,332.711881
-56.740359,117,333.442241
-118.567557,91,334.01392
-87.480472,113,334.713778
-71.502011,109,335.40044
-76.966942,103,336.062262
59.367454,467,339.048723
-73.039117,149,339.994722
-20.085653,406,342.586798
-113.246144,85,343.128468
-151.559064,148,344.122172
-80.87895,353,346.486494
-46.131587,120,347.281169
-121.711782,205,348.665205
-121.241807,242,350.289913
-92.82889,111,351.043299
-159.651189,130,367.538166
67.441447,402,370.314187
48.121175,261,371.992615
11.188618,405,374.591021
-105.456461,118,375.342336
-91.305034,155,376.322158
-60.924025,101,376.975279
-94.421146,107,377.676139
-68.145879,106,378.351071
-114.758645,229,379.819446
-63.567849,137,380.704197
8.24971,433,383.508358
31.813867,429,386.283514
39.006249,267,388.06742
-40.973985,114,388.81847
-63.386,146,389.799715
-31.775674,71,390.271226
-57.138638,123,391.088365
-151.626538,195,392.397394
14.907864,307,410.753466
-122.820545,191,411.916777
-74.322814,126,412.727187
-55.838335,80,413.242388
-65.90892,164,414.310098
-204.774845,158,415.335674
-161.04557,188,416.534904
-66.569107,100,417.173034
-106.060871,123,417.96082
-231.404059,164,419.009762
1.169991,340,421.185994
-23.479541,14,421.27437
-47.529248,129,422.074814
-92.086549,97,422.683935
14.297069,235,424.152017
0.289997,190,425.369528
-88.357056,200,426.636634
-69.508895,213,427.982992
27.875445,230,429.4577
48.208485,298,431.461823
-96.091325,253,433.165393
-125.278274,132,434.053498
-87.040203,136,435.001622
-89.974076,102,435.684234
-115.045819,125,452.930191
-101.387178,106,453.594391
-73.199993,97,454.194023
-148.148746,194,455.412483
46.20875,225,456.834955
-82.078212,119,457.589236
37.597275,269,459.491355
-65.847286,80,460.01463
-17.762929,56,460.379554
-247.443728,234,461.869156
-103.377465,156,462.851474
-111.482145,97,463.462655
-92.297854,135,464.307089
-28.386141,109,465.009343
-79.96461,121,465.790546
-110.664163,131,466.626987
-95.451342,190,467.842751
-92.181141,124,468.653458
-84.333694,100,469.270973
-74.534069,114,470.012491
-74.705287,84,470.551392
-125.312308,136,471.427914
-245.089257,165,472.486085
-108.13327,113,473.241646
-57.347646,377,475.776296
-62.639625,94,476.409249
-78.628243,119,477.212488
14.477684,755,499.610597
-16.147336,142,500.493363
-173.446394,143,501.414083
-26.832831,330,503.542572
1.513392,256,505.178562
-62.723545,104,505.844445
78.181398,245,507.421076
-62.498838,147,508.367107
60.692269,251,509.975521
-41.493613,120,510.739971
-174.809888,156,511.739799
-173.840331,288,513.592074
-110.211077,173,514.693106
13.916163,277,516.479426
-56.065339,75,516.989611
-29.760387,160,518.075413
-117.459397,91,518.691027
36.93948,327,520.912789
-39.549782,146,521.903858
-56.927888,93,522.538597
46.462662,377,541.284205
30.489222,312,543.252057
11.330489,412,547.508606
-72.032414,70,547.938893
-80.169796,150,548.874377
20.004219,279,550.69172
-107.638824,117,551.452747
50.50597,268,553.237341
-136.374364,116,553.958004
-73.71567,112,554.680317
-63.711173,138,555.538184
-73.027809,124,556.309845
-44.577209,102,556.966448
-95.039729,99,557.569962
77.859986,272,559.297617
-31.711467,111,560.195225
-32.15158,181,561.377084
37.118385,290,563.261996
-139.63698,147,564.209205
20.866595,288,566.064655
-50.837187,117,566.820455
-41.501511,90,567.406557
-92.712864,136,586.683404
-116.934315,184,587.793456
-43.201677,99,588.404295
-38.124049,114,589.135275
-29.747353,112,589.966347
-77.938569,113,590.763889
60.20997,239,592.286779
-161.88945,194,593.525361
-60.746922,104,594.205959
-66.851236,183,595.393128
-79.562357,116,596.14075
-15.564451,92,596.739988
12.523459,365,599.069583
-66.128877,107,599.767494
-124.527269,113,600.500755
48.966826,288,602.324283
5.615434,269,604.020447
-171.125139,187,605.222422
-115.213341,96,605.835048
-138.679341,150,606.795602
-30.437709,203,608.084241
-64.083863,162,609.114069
-102.406222,147,610.044583
-86.841087,95,610.657557
59.151947,398,630.754351
-36.298528,122,631.519646
-43.812785,99,632.312939
-66.326281,92,632.909184
-117.148003,141,633.816208
-4.391287,120,634.59761
-95.58156,98,635.22687
-72.376217,125,636.029195
-82.76754,106,636.703712
-50.522474,111,637.404763
-48.217592,83,637.935336
48.361484,273,639.702211
-35.151449,92,640.296874
-21.088156,276,642.062211
-105.402159,108,642.761761
56.701608,348,645.010129
-90.150139,101,645.667267
33.305279,378,648.109812
-47.990653,115,648.857764
-227.338834,147,649.807982
-202.033849,166,650.905334
-73.748523,88,651.484538
-39.280227,98,652.116752
-9.304112,282,653.92697
-74.20265,122,654.717095
-170.002408,175,655.98408
-85.712817,135,673.865955
-92.876058,115,674.573634
-65.354552,166,675.590803
-12.395985,125,676.383596
17.167148,296,678.284844
-69.051251,83,678.816569
-110.305317,165,679.883388
-25.871551,233,681.568169
-64.060846,107,682.253948
-71.4146,124,683.044142
-91.920939,179,684.185916
-36.438151,247,685.781332
17.729876,462,688.739804
-87.95729,125,689.547182
-126.039125,277,691.341296
-33.92418,95,691.9502
-52.678707,216,693.350071
13.549823,287,695.222045
-52.56566,277,696.995637
-98.838631,119,697.761146
-51.016326,175,698.934884
-87.971869,152,699.95285
-31.721439,173,717.793626
-46.546855,100,718.413441
-87.074435,125,719.17914
21.639811,202,720.473422
-95.590263,168,721.550799
-43.184579,77,722.048747
-66.719847,93,722.645703
-87.872277,124,723.44156
-39.55421,109,724.146805
-32.86647,105,724.830882
-146.248242,157,725.82593
-50.050015,159,726.831177
-16.12649,131,727.681417
-30.674122,107,728.3663
